sentence_id,psa_id,Domain,source_text,token_count,Source,status
psa_2026_004457_s02,psa_2026_004457,Health,Act before 6 May 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004457_s03,psa_2026_004457,Health,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004458_s01,psa_2026_004458,Security,The National Police Service reminds motorists to keep children away from flooded rivers and open drains.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004458_s02,psa_2026_004458,Security,Registration closes on 23 October 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004458_s03,psa_2026_004458,Security,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004459_s01,psa_2026_004459,Education,KUCCPS warns school heads to update contact details for scholarship communication.,11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004459_s02,psa_2026_004459,Education,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004460_s01,psa_2026_004460,Health,The County Department of Health reminds parents and caregivers to seek medical care immediately if symptoms appear.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004460_s02,psa_2026_004460,Health,Registration closes on 4 February 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004460_s03,psa_2026_004460,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004461_s01,psa_2026_004461,Agriculture,"The KALRO reminds cooperative members to store harvested produce in dry, secure facilities.",13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004461_s02,psa_2026_004461,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004462_s01,psa_2026_004462,Health,Kenya Red Cross advises parents and caregivers to boil drinking water during the current advisory period in Turkana County.,19,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004462_s02,psa_2026_004462,Health,Registration closes on 28 April 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004462_s03,psa_2026_004462,Health,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004463_s01,psa_2026_004463,Agriculture,The Ministry of Agriculture reminds livestock keepers to avoid fake fertiliser and buy only from licensed agrovets.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004463_s02,psa_2026_004463,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004464_s01,psa_2026_004464,Health,Kenya Red Cross warns health workers to register for SHA cover through official channels only.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004464_s02,psa_2026_004464,Health,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004465_s01,psa_2026_004465,Education,The Ministry of Education reminds candidates to avoid exam malpractice and report any malpractice attempts.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004465_s02,psa_2026_004465,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004466_s01,psa_2026_004466,Security,Kenya Wildlife Service warns residents to follow official weather advisories before travel.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004466_s02,psa_2026_004466,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004467_s01,psa_2026_004467,Health,Ministry of Health: Health workers are advised to boil drinking water during the current advisory period.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004467_s02,psa_2026_004467,Health,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004468_s01,psa_2026_004468,Agriculture,KALRO warns traders to avoid fake fertiliser and buy only from licensed agrovets.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004468_s02,psa_2026_004468,Agriculture,Act before 8 June 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004468_s03,psa_2026_004468,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004469_s01,psa_2026_004469,Agriculture,KALRO warns farmers to vaccinate livestock according to the county schedule.,11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004469_s02,psa_2026_004469,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004470_s01,psa_2026_004470,Agriculture,The Ministry of Agriculture reminds traders to vaccinate livestock according to the county schedule.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004470_s02,psa_2026_004470,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004471_s01,psa_2026_004471,Agriculture,Ministry of Agriculture: Farmers are advised to follow grazing advisories during the drought period.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004471_s02,psa_2026_004471,Agriculture,Registration closes on 8 October 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004471_s03,psa_2026_004471,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004472_s01,psa_2026_004472,Health,Social Health Authority warns health workers to complete routine immunization for children under five.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004472_s02,psa_2026_004472,Health,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004473_s01,psa_2026_004473,Security,National Police Service warns members of the public to keep children away from flooded rivers and open drains.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004473_s02,psa_2026_004473,Security,Act before 22 December 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004473_s03,psa_2026_004473,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004474_s01,psa_2026_004474,Agriculture,County Department of Agriculture: Cooperative members are advised to follow grazing advisories during the drought period.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004474_s02,psa_2026_004474,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004475_s01,psa_2026_004475,Agriculture,Ministry of Agriculture urges livestock keepers to follow grazing advisories during the drought period.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004475_s02,psa_2026_004475,Agriculture,Registration closes on 16 November 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004475_s03,psa_2026_004475,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004476_s01,psa_2026_004476,Education,The KUCCPS reminds students to confirm school placement results on the official portal.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004476_s02,psa_2026_004476,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004477_s01,psa_2026_004477,Governance,Kenya Revenue Authority: All citizens are advised to verify their details via the official portal.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004477_s02,psa_2026_004477,Governance,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004478_s01,psa_2026_004478,Health,The Social Health Authority reminds parents and caregivers to boil drinking water during the current advisory period.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004478_s02,psa_2026_004478,Health,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004479_s01,psa_2026_004479,Agriculture,KEPHIS warns livestock keepers to follow grazing advisories during the drought period.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004479_s02,psa_2026_004479,Agriculture,Registration closes on 11 May 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004479_s03,psa_2026_004479,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004480_s01,psa_2026_004480,Health,County Department of Health reminds health workers to complete routine immunization for children under five.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004480_s02,psa_2026_004480,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004481_s01,psa_2026_004481,Security,The Kenya Wildlife Service reminds farmers in arid areas to evacuate low-lying areas when flood alerts are issued.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004481_s02,psa_2026_004481,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004482_s01,psa_2026_004482,Education,Ministry of Education: Students are advised to collect examination cards from designated centres only.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004482_s02,psa_2026_004482,Education,Registration closes on 22 February 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004482_s03,psa_2026_004482,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004483_s01,psa_2026_004483,Governance,Public Service Commission warns job applicants to renew expired licences before the deadline.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004483_s02,psa_2026_004483,Governance,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004484_s01,psa_2026_004484,Agriculture,Ministry of Agriculture: Livestock keepers are advised to vaccinate livestock according to the county schedule.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004484_s02,psa_2026_004484,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004485_s01,psa_2026_004485,Health,WHO Kenya reminds members of the public to register for SHA cover through official channels only in Nairobi County.,19,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004485_s02,psa_2026_004485,Health,Registration closes on 28 February 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004485_s03,psa_2026_004485,Health,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004486_s01,psa_2026_004486,Education,KUCCPS advises school heads to update contact details for scholarship communication in Nairobi County.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004486_s02,psa_2026_004486,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004487_s01,psa_2026_004487,Security,NTSA warns members of the public to use only designated crossing points during heavy rains in Machakos County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004487_s02,psa_2026_004487,Security,Registration closes on 19 November 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004487_s03,psa_2026_004487,Security,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004488_s01,psa_2026_004488,Agriculture,KEPHIS reminds traders to report pest outbreaks to the nearest agricultural officer.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004488_s02,psa_2026_004488,Agriculture,Act before 13 February 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004488_s03,psa_2026_004488,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004489_s01,psa_2026_004489,Agriculture,County Department of Agriculture: Livestock keepers are advised to avoid fake fertiliser and buy only from licensed agrovets.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004489_s02,psa_2026_004489,Agriculture,Act before 26 April 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004489_s03,psa_2026_004489,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004490_s01,psa_2026_004490,Agriculture,The KEPHIS reminds traders to plant drought-tolerant varieties recommended for this season.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004490_s02,psa_2026_004490,Agriculture,Registration closes on 22 March 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004490_s03,psa_2026_004490,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004491_s01,psa_2026_004491,Security,NDMA requests farmers in arid areas to use only designated crossing points during heavy rains in Nyeri County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004491_s02,psa_2026_004491,Security,Act before 20 April 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004491_s03,psa_2026_004491,Security,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004492_s01,psa_2026_004492,Education,HELB warns students to collect examination cards from designated centres only.,11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004492_s02,psa_2026_004492,Education,Registration closes on 14 October 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004492_s03,psa_2026_004492,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004493_s01,psa_2026_004493,Education,HELB warns school heads to complete HELB loan applications before the deadline.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004493_s02,psa_2026_004493,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004494_s01,psa_2026_004494,Health,WHO Kenya warns health workers to complete routine immunization for children under five.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004494_s02,psa_2026_004494,Health,Registration closes on 9 April 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004494_s03,psa_2026_004494,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004495_s01,psa_2026_004495,Agriculture,KALRO requests livestock keepers to avoid fake fertiliser and buy only from licensed agrovets.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004495_s02,psa_2026_004495,Agriculture,Act before 12 October 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004495_s03,psa_2026_004495,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004496_s01,psa_2026_004496,Security,Ministry of Interior warns members of the public to keep children away from flooded rivers and open drains.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004496_s02,psa_2026_004496,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004497_s01,psa_2026_004497,Agriculture,"NDMA urges cooperative members to store harvested produce in dry, secure facilities.",12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004497_s02,psa_2026_004497,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004498_s01,psa_2026_004498,Agriculture,"County Department of Agriculture: Traders are advised to store harvested produce in dry, secure facilities.",15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004498_s02,psa_2026_004498,Agriculture,Act before 17 August 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004498_s03,psa_2026_004498,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004499_s01,psa_2026_004499,Agriculture,County Department of Agriculture warns cooperative members to follow grazing advisories during the drought period.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004499_s02,psa_2026_004499,Agriculture,Act before 14 July 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004499_s03,psa_2026_004499,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004500_s01,psa_2026_004500,Agriculture,The County Department of Agriculture reminds traders to vaccinate livestock according to the county schedule.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004500_s02,psa_2026_004500,Agriculture,Registration closes on 23 February 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004500_s03,psa_2026_004500,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004501_s01,psa_2026_004501,Agriculture,"Ministry of Agriculture warns farmers to store harvested produce in dry, secure facilities.",13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004501_s02,psa_2026_004501,Agriculture,Registration closes on 3 February 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004501_s03,psa_2026_004501,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004502_s01,psa_2026_004502,Security,Kenya Wildlife Service: Members of the public are advised to observe the road safety rules and avoid overspeeding.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004502_s02,psa_2026_004502,Security,Registration closes on 16 June 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004502_s03,psa_2026_004502,Security,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004503_s01,psa_2026_004503,Governance,The Communications Authority of Kenya reminds taxpayers to verify their details via the official portal.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004503_s02,psa_2026_004503,Governance,Act before 14 January 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004503_s03,psa_2026_004503,Governance,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004504_s01,psa_2026_004504,Agriculture,KALRO warns traders to avoid fake fertiliser and buy only from licensed agrovets.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004504_s02,psa_2026_004504,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004505_s01,psa_2026_004505,Agriculture,County Department of Agriculture warns livestock keepers to vaccinate livestock according to the county schedule.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004505_s02,psa_2026_004505,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004506_s01,psa_2026_004506,Education,Ministry of Education: Candidates are advised to collect examination cards from designated centres only.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004506_s02,psa_2026_004506,Education,Act before 6 June 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004506_s03,psa_2026_004506,Education,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004507_s01,psa_2026_004507,Health,Social Health Authority reminds health workers to wash hands regularly with soap and clean water in Turkana County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004507_s02,psa_2026_004507,Health,Act before 11 December 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004507_s03,psa_2026_004507,Health,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004508_s01,psa_2026_004508,Agriculture,NDMA urges traders to avoid fake fertiliser and buy only from licensed agrovets in Machakos County.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004508_s02,psa_2026_004508,Agriculture,Registration closes on 25 April 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004508_s03,psa_2026_004508,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004509_s01,psa_2026_004509,Agriculture,NDMA warns farmers to follow grazing advisories during the drought period.,11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004509_s02,psa_2026_004509,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004510_s01,psa_2026_004510,Agriculture,Ministry of Agriculture: Farmers are advised to plant drought-tolerant varieties recommended for this season.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004510_s02,psa_2026_004510,Agriculture,Registration closes on 18 October 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004510_s03,psa_2026_004510,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004511_s01,psa_2026_004511,Health,The WHO Kenya reminds parents and caregivers to wash hands regularly with soap and clean water.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004511_s02,psa_2026_004511,Health,Act before 28 June 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004511_s03,psa_2026_004511,Health,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004512_s01,psa_2026_004512,Education,TSC urges candidates to avoid exam malpractice and report any malpractice attempts.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004512_s02,psa_2026_004512,Education,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004513_s01,psa_2026_004513,Security,Kenya Wildlife Service: Members of the public are advised to evacuate low-lying areas when flood alerts are issued.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004513_s02,psa_2026_004513,Security,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004514_s01,psa_2026_004514,Education,TSC reminds candidates to collect examination cards from designated centres only in Kisumu County.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004514_s02,psa_2026_004514,Education,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004515_s01,psa_2026_004515,Security,Kenya Meteorological Department warns members of the public to use only designated crossing points during heavy rains in Kakamega County.,20,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004515_s02,psa_2026_004515,Security,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004516_s01,psa_2026_004516,Agriculture,"The Ministry of Agriculture reminds cooperative members to store harvested produce in dry, secure facilities.",15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004516_s02,psa_2026_004516,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004517_s01,psa_2026_004517,Agriculture,KEPHIS warns cooperative members to report pest outbreaks to the nearest agricultural officer.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004517_s02,psa_2026_004517,Agriculture,Registration closes on 18 June 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004517_s03,psa_2026_004517,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004518_s01,psa_2026_004518,Agriculture,County Department of Agriculture advises cooperative members to vaccinate livestock according to the county schedule in Nyeri County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004518_s02,psa_2026_004518,Agriculture,Registration closes on 25 June 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004518_s03,psa_2026_004518,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004519_s01,psa_2026_004519,Security,Ministry of Interior: Farmers in arid areas are advised to evacuate low-lying areas when flood alerts are issued.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004519_s02,psa_2026_004519,Security,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004520_s01,psa_2026_004520,Agriculture,Ministry of Agriculture warns livestock keepers to vaccinate livestock according to the county schedule.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004520_s02,psa_2026_004520,Agriculture,Registration closes on 14 September 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004520_s03,psa_2026_004520,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004521_s01,psa_2026_004521,Security,The NDMA reminds motorists to follow official weather advisories before travel.,11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004521_s02,psa_2026_004521,Security,Registration closes on 12 February 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004521_s03,psa_2026_004521,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004522_s01,psa_2026_004522,Education,KNEC urges school heads to confirm school placement results on the official portal.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004522_s02,psa_2026_004522,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004523_s01,psa_2026_004523,Agriculture,County Department of Agriculture: Farmers are advised to plant drought-tolerant varieties recommended for this season.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004523_s02,psa_2026_004523,Agriculture,Act before 28 May 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004523_s03,psa_2026_004523,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_004524_s01,psa_2026_004524,Education,HELB: Parents and guardians are advised to complete HELB loan applications before the deadline.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
